1 30.169 30.135 0.005
2 19.259 32.213 0.047
3 14.704 30.183 0.104
4 13.443 31.859 0.138
5 12.398 32.937 0.152
6 11.753 31.508 0.183
7 11.307 30.973 0.250
8 11.545 31.567 0.302
9 10.687 31.093 0.308
10 11.671 30.728 0.621
11 10.792 30.509 0.481
12 10.715 30.428 0.555
13 10.673 30.832 0.533
14 10.648 31.421 0.560
15 10.375 31.612 0.650
16 10.767 31.177 0.924
