1 1.0000000000 1.0000000000 1.0000000000
2 1.5655786558 1.6362486585 1.4371069182
3 1.9920149886 1.9490070760 1.7926590081
4 2.2628458498 2.2039646894 2.0036685755
5 2.4784925348 2.4752435064 2.1477005706
6 2.7338680053 2.7715528434 2.3224434764
7 2.5929044245 2.7624069880 2.5100039231
8 2.9651394422 2.8751431072 2.4403879686
9 2.7633044554 2.6800376647 2.4104413347
10 2.8193067744 2.7487123358 2.7784602022
11 2.8007400903 2.8614611260 2.7501381639
12 2.7770522388 2.6781883194 2.7621808313
13 2.8513504884 2.8139335618 2.8015763793
14 2.9195815626 2.8373097627 2.8192118846
15 2.9308873720 2.8757241007 2.8780926675
16 2.9865569823 2.8907170424 2.9655674745
