1 1.0000000000 1.0000000000 1.0000000000
2 1.6353033336 1.7055064837 1.5517412114
3 1.8499409216 1.9670532133 1.7876223975
4 2.3086753502 2.3869016307 2.1083081062
5 2.4530617574 2.4989673688 1.9096171422
6 2.5137811078 2.4801858431 1.9648902821
7 2.4897959183 2.7596168465 2.1898218236
8 2.6642087351 2.8117738187 2.2343155893
9 2.6424753867 2.7178796046 2.3455157789
10 2.8909062932 2.8165735567 2.4902661899
11 2.6380230272 2.8564683663 2.5270796935
12 2.6332165381 2.6315789473 2.4958853198
13 2.7710914454 2.7061279260 2.6566826787
14 2.8727828746 2.8288653366 2.5890128046
15 2.7904351700 2.7450090744 2.5629003679
16 2.8670837784 2.8448275862 2.7923967923
