1 1.0000000000 1.0000000000 1.0000000000
2 1.3373134328 1.4532453245 1.0405709992
3 1.6758104738 1.7660427807 1.6547192353
4 1.9735682819 2.0075987841 1.6294117647
5 2.0902021772 2.1798679867 1.9928057553
6 2.0581929555 2.2201680672 1.7162329615
7 2.2105263157 2.2465986394 1.4307851239
8 2.1573033707 2.2581196581 1.7204968944
9 1.8640776699 2.3134851138 1.4924568965
10 1.9591836734 1.9805097451 1.7077681874
11 1.9009900990 2.0015151515 1.8946648426
12 1.9478260869 1.9200581395 1.8175853018
13 1.8929577464 1.8979885057 1.7963683527
14 1.7637795275 1.9089595375 1.6626650660
15 1.4785478547 1.6957637997 1.3342967244
16 1.4529729729 1.6090133982 1.4749733759
