1 1.0000000000 1.0000000000 1.0000000000
2 .7791406482 .7433015778 .7039844378
3 .6751046698 .6939754012 .5956637720
4 .5758791208 .5899692816 .4880487351
5 .5126436781 .4945283486 .4438570522
6 .4225528140 .4196923852 .3512382864
7 .3742278716 .3989693192 .2980094840
8 .3141786570 .3553586678 .2345565885
9 .2845237125 .2759678355 .2285596062
10 .2433480380 .2401298389 .2426028663
11 .2369605028 .2269205425 .2285795182
12 .2176468145 .2161688311 .2137822863
13 .2119986245 .2031819014 .2066310960
14 .1941501185 .1964089049 .1858772271
15 .1836355672 .1760444209 .1755310252
16 .1726574855 .1669843499 .1604151381
