1 1.0000000000 1.0000000000 1.0000000000
2 .7773654916 .7513889610 .7125082632
3 .6841747176 .6764362174 .6735632183
4 .6106882591 .5919577845 .5057141899
5 .4866591385 .5256447511 .4478593158
6 .4289370414 .4514428326 .4029346578
7 .3983468237 .4023913799 .3120276264
8 .3322174257 .3432400379 .2656415041
9 .3026909878 .3009055654 .2522926959
10 .2823397285 .2855930530 .2585810984
11 .2446953474 .2627674931 .2381136481
12 .2281513748 .2292617237 .2177794134
13 .2145737757 .2098112988 .2109460734
14 .2064632694 .2046817538 .2018014283
15 .1931246399 .1892933058 .1837046505
16 .1751184173 .1818695958 .1739543945
