1 1.0000000000 1.0000000000 1.0000000000
2 .7827893279 .8181243292 .7185534591
3 .6640049962 .6496690253 .5975530027
4 .5657114624 .5509911723 .5009171438
5 .4956985069 .4950487012 .4295401141
6 .4556446675 .4619254739 .3870739127
7 .3704149177 .3946295697 .3585719890
8 .3706424302 .3593928884 .3050484960
9 .3070338283 .2977819627 .2678268149
10 .2819306774 .2748712335 .2778460202
11 .2546127354 .2601328296 .2500125603
12 .2314210199 .2231823599 .2301817359
13 .2193346529 .2164564278 .2155058753
14 .2085415401 .2026649830 .2013722774
15 .1953924914 .1917149400 .1918728445
16 .1866598113 .1806698151 .1853479671
