1 1.0000000000 1.0000000000 1.0000000000
2 .6686567164 .7266226622 .5202854996
3 .5586034912 .5886809269 .5515730784
4 .4933920704 .5018996960 .4073529411
5 .4180404354 .4359735973 .3985611510
6 .3430321592 .3700280112 .2860388269
7 .3157894736 .3209426627 .2043978748
8 .2696629213 .2822649572 .2150621118
9 .2071197411 .2570539015 .1658285440
10 .1959183673 .1980509745 .1707768187
11 .1728172817 .1819559228 .1722422584
12 .1623188405 .1600048449 .1514654418
13 .1456121343 .1459991158 .1381821809
14 .1259842519 .1363542526 .1187617904
15 .0985698569 .1130509199 .0889531149
16 .0908108108 .1005633373 .0921858359
