1 18.788 18.150 18.804
2 11.489 10.642 12.118
3 10.156 9.227 10.519
4 8.138 7.604 8.919
5 7.659 7.263 9.847
6 7.474 7.318 9.570
7 7.546 6.577 8.587
8 7.052 6.455 8.416
9 7.110 6.678 8.017
10 6.499 6.444 7.551
11 7.122 6.354 7.441
12 7.135 6.897 7.534
13 6.780 6.707 7.078
14 6.540 6.416 7.263
15 6.733 6.612 7.337
16 6.553 6.380 6.734
