100 1.9591836734 1.9805097451 1.7077681874
200 2.3430000000 2.5912240184 2.2506000960
300 2.4334803807 2.4012983890 2.4260286638
400 2.8909062932 2.8165735567 2.4902661899
500 2.8233972859 2.8559305308 2.5858109844
600 2.8193067744 2.7487123358 2.7784602022
